No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
33697,2017,1,3,0,251.5,298.5,26.0,126.5,3150.0,7.0,-2.6,1020.8,-7.0,0.0,NNE,1.3,Shunyi
33698,2017,1,3,1,251.5,276.0,23.0,126.5,3150.0,3.0,-3.8,1020.8,-7.2,0.0,NNE,0.2,Shunyi
33699,2017,1,3,2,251.5,264.0,18.0,126.5,3150.0,4.0,-4.5,1020.4,-7.6,0.0,NNE,0.0,Shunyi
33700,2017,1,3,3,251.5,265.0,15.0,126.5,3150.0,4.0,-5.0,1020.5,-7.4,0.0,NE,0.3,Shunyi
33701,2017,1,3,4,235.0,235.0,13.0,124.0,3150.0,76.0,-4.9,1020.0,-7.5,0.0,NNE,1.1,Shunyi
33702,2017,1,3,5,219.0,219.0,14.0,124.0,3150.0,3.0,-5.0,1019.4,-7.9,0.0,N,1.1,Shunyi
33703,2017,1,3,6,201.0,201.0,15.0,119.0,3150.0,2.0,-5.3,1019.2,-8.0,0.0,NNE,1.0,Shunyi
33704,2017,1,3,7,193.0,193.0,14.0,110.0,3150.0,2.0,-5.8,1019.4,-8.7,0.0,NNW,0.3,Shunyi
33705,2017,1,3,8,173.0,173.0,13.0,98.0,3150.0,2.0,-5.7,1019.8,-8.3,0.0,N,0.9,Shunyi
33706,2017,1,3,9,203.0,203.0,17.0,100.0,3150.0,3.0,-3.4,1020.1,-8.3,0.0,NNE,1.2,Shunyi
33707,2017,1,3,10,181.0,181.0,31.0,95.0,3150.0,7.0,-0.7,1020.4,-8.6,0.0,NE,0.7,Shunyi
33708,2017,1,3,11,148.0,148.0,39.5,88.0,3150.0,18.0,1.5,1019.8,-9.2,0.0,NW,1.2,Shunyi
33709,2017,1,3,12,144.0,144.0,39.0,92.0,3100.0,28.0,4.3,1018.6,-9.8,0.0,NW,0.6,Shunyi
33710,2017,1,3,13,119.0,119.0,29.0,74.0,2300.0,49.0,5.9,1017.5,-9.2,0.0,NE,1.1,Shunyi
33711,2017,1,3,14,127.0,127.0,26.0,69.0,2100.0,59.0,8.3,1016.7,-8.7,0.0,ESE,0.8,Shunyi
33712,2017,1,3,15,125.0,125.0,25.0,85.0,2100.0,48.0,9.2,1016.6,-8.9,0.0,S,1.9,Shunyi
33713,2017,1,3,16,166.0,196.0,32.0,126.5,3150.0,21.0,8.2,1016.9,-8.4,0.0,S,1.4,Shunyi
33714,2017,1,3,17,251.5,298.5,36.0,126.5,3150.0,5.0,4.6,1017.8,-3.9,0.0,SE,1.6,Shunyi
33715,2017,1,3,18,251.5,298.5,31.0,126.5,3150.0,3.0,2.3,1018.7,-3.8,0.0,ESE,1.3,Shunyi
33716,2017,1,3,19,251.5,298.5,27.0,126.5,3150.0,3.0,1.1,1019.4,-4.2,0.0,SE,1.7,Shunyi
33717,2017,1,3,20,251.5,298.5,27.0,126.5,3150.0,4.0,-0.3,1020.2,-4.0,0.0,SE,0.7,Shunyi
33718,2017,1,3,21,251.5,298.5,27.0,126.5,3150.0,6.0,-1.3,1020.4,-3.8,0.0,SE,0.6,Shunyi
33719,2017,1,3,22,251.5,298.5,22.0,126.5,3150.0,6.0,-2.0,1020.8,-4.0,0.0,NNE,1.2,Shunyi
33720,2017,1,3,23,251.5,298.5,17.0,126.5,3150.0,5.0,-2.6,1021.1,-4.8,0.0,NNE,0.2,Shunyi
33721,2017,1,4,0,251.5,298.5,18.0,126.5,3150.0,4.0,-3.1,1021.3,-4.8,0.0,NNW,1.0,Shunyi
33722,2017,1,4,1,251.5,298.5,18.0,126.5,3150.0,5.0,-3.4,1021.6,-5.0,0.0,WSW,0.4,Shunyi
33723,2017,1,4,2,251.5,298.5,14.0,126.5,3150.0,4.0,-3.6,1021.8,-4.9,0.0,NNE,0.9,Shunyi
33724,2017,1,4,3,251.5,298.5,14.0,126.5,3150.0,5.0,-3.6,1022.0,-5.3,0.0,NNE,0.8,Shunyi
33725,2017,1,4,4,251.5,298.5,16.0,126.5,3150.0,9.0,-4.3,1021.8,-5.8,0.0,NNE,0.1,Shunyi
33726,2017,1,4,5,251.5,298.5,15.0,126.5,3150.0,6.0,-4.7,1021.9,-6.1,0.0,NE,0.4,Shunyi
33727,2017,1,4,6,251.5,298.5,12.0,126.5,3150.0,4.0,-5.5,1021.7,-6.9,0.0,W,0.9,Shunyi
33728,2017,1,4,7,251.5,298.5,13.0,126.5,3150.0,4.0,-4.7,1021.9,-7.0,0.0,NNE,1.2,Shunyi
33729,2017,1,4,8,251.5,298.5,13.0,116.0,3150.0,3.0,-4.9,1022.7,-7.7,0.0,NNW,0.7,Shunyi
33730,2017,1,4,9,249.0,249.0,15.0,101.0,3150.0,2.0,-2.3,1023.3,-7.2,0.0,NNE,1.4,Shunyi
33731,2017,1,4,10,251.5,298.5,20.0,109.0,3150.0,4.0,-0.5,1023.6,-7.3,0.0,NE,1.2,Shunyi
33732,2017,1,4,11,229.0,244.0,30.0,109.0,3150.0,7.0,2.2,1023.5,-7.2,0.0,ESE,1.1,Shunyi
33733,2017,1,4,12,251.5,298.5,39.0,126.5,3150.0,13.0,4.3,1022.6,-6.6,0.0,S,1.4,Shunyi
33734,2017,1,4,13,251.5,298.5,39.5,126.5,3150.0,59.0,4.1,1022.4,-5.9,0.0,SE,2.4,Shunyi
33735,2017,1,4,14,251.5,292.0,39.5,126.5,3150.0,35.0,5.2,1021.7,-5.5,0.0,SE,1.6,Shunyi
33736,2017,1,4,15,251.5,258.0,39.5,120.0,3150.0,43.0,5.3,1021.5,-5.4,0.0,SE,1.1,Shunyi
33737,2017,1,4,16,249.0,249.0,39.5,126.5,3150.0,30.0,5.2,1021.6,-5.2,0.0,SSE,2.1,Shunyi
33738,2017,1,4,17,249.0,249.0,39.5,126.5,3150.0,8.0,4.1,1022.2,-5.7,0.0,SE,1.1,Shunyi
33739,2017,1,4,18,3.0,3.0,39.5,126.5,3150.0,43.0,1.9,1022.6,-5.5,0.0,S,0.9,Shunyi
33740,2017,1,4,19,233.0,298.5,3.0,2.0,3150.0,3.0,0.8,1023.4,-3.7,0.0,SSE,0.8,Shunyi
33741,2017,1,4,20,251.5,298.5,39.0,126.5,3150.0,4.0,0.6,1023.9,-3.0,0.0,SE,1.7,Shunyi
33742,2017,1,4,21,251.5,298.5,19.0,126.5,3150.0,3.0,-1.6,1024.6,-2.7,0.0,SE,2.6,Shunyi
33743,2017,1,4,22,251.5,272.0,11.0,126.5,3150.0,2.0,-1.3,1024.9,-2.0,0.0,SSE,2.9,Shunyi
33744,2017,1,4,23,192.0,239.0,11.0,119.0,3150.0,2.0,-0.9,1025.3,-1.5,0.0,SSE,1.6,Shunyi
33745,2017,1,5,0,181.0,269.0,11.0,115.0,3150.0,2.0,-0.6,1025.6,-1.2,0.0,S,0.9,Shunyi
33746,2017,1,5,1,175.0,288.0,11.0,113.0,3150.0,2.0,-0.4,1025.7,-1.0,0.0,SSE,1.2,Shunyi
33747,2017,1,5,2,165.0,274.0,12.0,112.0,3150.0,2.0,-0.3,1026.3,-1.0,0.0,NW,0.3,Shunyi
33748,2017,1,5,3,189.0,298.5,11.0,112.0,3150.0,2.0,-0.8,1026.7,-1.9,0.0,NNW,1.1,Shunyi
33749,2017,1,5,4,251.5,298.5,10.0,123.0,3150.0,43.0,-0.9,1026.7,-1.7,0.0,NNE,0.8,Shunyi
33750,2017,1,5,5,251.5,298.5,10.0,118.0,3150.0,2.0,-0.8,1027.0,-1.6,0.0,NNE,1.3,Shunyi
33751,2017,1,5,6,251.5,298.5,10.0,125.0,3150.0,2.0,-0.8,1027.2,-1.9,0.0,NNE,1.6,Shunyi
33752,2017,1,5,7,251.5,298.5,11.0,124.0,3150.0,2.0,-0.7,1027.6,-2.8,0.0,NNE,1.7,Shunyi
33753,2017,1,5,8,251.5,298.5,12.0,125.0,3150.0,2.0,-0.6,1028.2,-3.1,0.0,NNE,1.2,Shunyi
33754,2017,1,5,9,251.5,292.0,13.0,122.0,3150.0,2.0,-0.2,1029.0,-2.9,0.0,NNE,1.4,Shunyi
33755,2017,1,5,10,251.5,287.0,18.0,125.0,3150.0,3.0,-0.2,1029.6,-2.7,0.0,NNE,1.6,Shunyi
33756,2017,1,5,11,251.5,298.5,23.0,126.5,3150.0,6.0,0.4,1029.4,-2.5,0.0,N,1.5,Shunyi
33757,2017,1,5,12,251.5,298.5,31.0,116.0,3150.0,16.0,1.2,1028.5,-2.7,0.0,N,1.9,Shunyi
33758,2017,1,5,13,251.5,290.0,36.0,111.0,3150.0,25.0,2.1,1027.5,-2.8,0.0,NNE,1.6,Shunyi
33759,2017,1,5,14,251.5,254.0,37.0,101.0,3150.0,43.0,3.1,1026.7,-3.7,0.0,NNW,1.2,Shunyi
33760,2017,1,5,15,204.0,204.0,39.0,89.0,3150.0,33.0,3.4,1026.8,-5.0,0.0,NW,0.9,Shunyi
33761,2017,1,5,16,179.0,179.0,39.0,85.0,3150.0,33.0,3.5,1026.9,-4.9,0.0,NW,0.8,Shunyi
33762,2017,1,5,17,166.0,166.0,37.0,89.0,3150.0,27.0,3.0,1026.8,-4.5,0.0,WNW,0.9,Shunyi
33763,2017,1,5,18,165.0,165.0,36.0,104.0,3150.0,17.0,2.3,1027.2,-4.5,0.0,WNW,1.0,Shunyi
33764,2017,1,5,19,172.0,172.0,39.5,112.0,3150.0,33.0,0.6,1027.3,-4.8,0.0,WNW,0.2,Shunyi
33765,2017,1,5,20,165.0,165.0,39.5,2.0,3150.0,4.0,-0.7,1027.1,-4.9,0.0,WNW,0.2,Shunyi
33766,2017,1,5,21,163.0,163.0,39.5,113.0,3150.0,4.0,-1.6,1027.1,-5.6,0.0,NW,0.2,Shunyi
33767,2017,1,5,22,190.0,190.0,39.5,118.0,3150.0,6.0,-2.5,1027.0,-5.5,0.0,NW,0.0,Shunyi
33768,2017,1,5,23,214.0,214.0,39.5,123.0,3150.0,7.0,-2.8,1026.9,-5.6,0.0,NW,0.0,Shunyi
33769,2017,1,6,0,240.0,240.0,39.5,120.0,3150.0,6.0,-3.2,1026.6,-5.4,0.0,NW,0.0,Shunyi
33770,2017,1,6,1,200.0,200.0,39.5,112.0,3150.0,5.0,-3.3,1026.1,-5.0,0.0,NW,0.1,Shunyi
33771,2017,1,6,2,248.0,248.0,39.5,125.0,3150.0,9.0,-3.5,1025.9,-5.1,0.0,NW,0.1,Shunyi
33772,2017,1,6,3,251.5,298.5,39.5,126.5,3150.0,12.0,-3.1,1025.8,-4.4,0.0,NW,0.2,Shunyi
33773,2017,1,6,4,251.5,298.5,39.5,126.5,3150.0,10.0,-2.5,1025.4,-4.2,0.0,NE,1.2,Shunyi
33774,2017,1,6,5,251.5,298.5,39.5,121.0,3150.0,7.0,-2.2,1025.1,-5.0,0.0,NNE,0.7,Shunyi
33775,2017,1,6,6,209.0,209.0,24.0,87.0,3150.0,3.0,-2.4,1025.0,-5.1,0.0,NW,0.8,Shunyi
33776,2017,1,6,7,187.0,187.0,21.0,81.0,3150.0,3.0,-2.9,1025.2,-5.2,0.0,NE,0.5,Shunyi
33777,2017,1,6,8,209.0,210.0,23.0,89.0,700.0,4.0,-1.9,1025.4,-4.9,0.0,NNE,0.9,Shunyi
33778,2017,1,6,9,220.0,220.0,29.0,91.0,3150.0,3.0,-1.1,1025.6,-4.6,0.0,NNE,1.3,Shunyi
33779,2017,1,6,10,195.0,195.0,26.0,79.0,3150.0,2.0,-0.4,1025.7,-4.5,0.0,N,0.9,Shunyi
33780,2017,1,6,11,161.0,161.0,31.0,64.0,3150.0,7.0,1.4,1025.4,-4.7,0.0,NW,0.8,Shunyi
33781,2017,1,6,12,170.0,170.0,39.5,76.0,3150.0,13.0,2.5,1024.3,-4.9,0.0,N,1.3,Shunyi
33782,2017,1,6,13,171.0,171.0,39.5,79.0,3150.0,21.0,3.7,1022.8,-4.3,0.0,N,0.6,Shunyi
33783,2017,1,6,14,181.0,181.0,39.5,82.0,3150.0,28.0,4.5,1022.0,-4.3,0.0,S,0.8,Shunyi
33784,2017,1,6,15,184.0,184.0,39.5,85.0,3150.0,36.0,4.6,1021.6,-4.2,0.0,WSW,0.7,Shunyi
33785,2017,1,6,16,184.0,184.0,39.5,99.0,3150.0,29.0,4.0,1021.4,-4.2,0.0,SSW,1.0,Shunyi
33786,2017,1,6,17,182.0,182.0,33.0,114.0,3150.0,15.0,2.1,1021.5,-4.2,0.0,SSW,0.2,Shunyi
33787,2017,1,6,18,184.0,184.0,30.0,126.5,3150.0,4.0,0.3,1021.8,-3.8,0.0,SSW,0.0,Shunyi
33788,2017,1,6,19,189.0,189.0,25.0,126.5,3150.0,3.0,-1.0,1022.0,-4.5,0.0,SSW,0.0,Shunyi
33789,2017,1,6,20,187.0,187.0,24.0,126.5,3150.0,4.0,-1.5,1022.1,-4.2,0.0,NE,0.4,Shunyi
33790,2017,1,6,21,227.0,227.0,34.0,126.5,3150.0,4.0,-0.2,1021.9,-3.4,0.0,NNE,1.5,Shunyi
33791,2017,1,6,22,251.5,271.0,39.5,126.5,3150.0,7.0,0.6,1021.8,-4.1,0.0,NNE,0.8,Shunyi
33792,2017,1,6,23,251.5,272.0,39.0,126.0,3150.0,6.0,0.5,1021.7,-4.2,0.0,NNE,1.1,Shunyi
33793,2017,1,7,0,247.0,247.0,31.0,104.0,3150.0,5.0,0.4,1021.3,-4.3,0.0,NNE,0.6,Shunyi
33794,2017,1,7,1,224.0,224.0,30.0,96.0,3150.0,4.0,0.4,1020.8,-4.4,0.0,NNE,1.8,Shunyi
33795,2017,1,7,2,221.0,221.0,24.0,89.0,3150.0,3.0,0.2,1021.1,-4.3,0.0,N,0.9,Shunyi
33796,2017,1,7,3,196.0,196.0,26.0,84.0,3150.0,2.0,0.2,1021.1,-4.1,0.0,E,0.3,Shunyi
33797,2017,1,7,4,190.0,190.0,26.0,83.0,3150.0,36.0,0.2,1020.8,-4.4,0.0,N,0.5,Shunyi
33798,2017,1,7,5,170.0,170.0,26.0,73.0,3150.0,2.0,0.1,1020.4,-4.2,0.0,N,0.0,Shunyi
33799,2017,1,7,6,155.0,155.0,28.0,71.0,3150.0,2.0,0.4,1020.5,-4.4,0.0,NNE,1.3,Shunyi
33800,2017,1,7,7,140.0,140.0,21.0,64.0,300.0,2.0,0.6,1020.7,-4.2,0.0,ENE,0.6,Shunyi
33801,2017,1,7,8,148.0,148.0,19.0,66.0,3150.0,2.0,0.3,1021.0,-4.3,0.0,NE,1.3,Shunyi
33802,2017,1,7,9,163.0,163.0,18.0,67.0,3150.0,2.0,0.5,1021.6,-4.2,0.0,NNE,0.9,Shunyi
33803,2017,1,7,10,170.0,170.0,19.0,68.0,3150.0,2.0,1.1,1022.0,-4.0,0.0,NNE,0.8,Shunyi
33804,2017,1,7,11,163.0,163.0,22.0,64.0,3150.0,5.0,1.6,1021.8,-2.9,0.0,NNE,1.1,Shunyi
33805,2017,1,7,12,136.0,136.0,23.0,54.0,2500.0,10.0,1.0,1021.0,-0.9,0.0,NNE,1.6,Shunyi
33806,2017,1,7,13,127.0,127.0,27.0,53.0,2400.0,12.0,1.2,1020.1,-0.3,0.0,NNE,1.3,Shunyi
33807,2017,1,7,14,125.0,125.0,27.0,52.0,2300.0,12.0,1.3,1019.8,-0.2,0.0,N,1.2,Shunyi
33808,2017,1,7,15,121.0,121.0,21.0,56.0,2400.0,7.0,1.3,1019.9,0.0,0.0,N,0.8,Shunyi
33809,2017,1,7,16,129.0,129.0,17.0,56.0,2600.0,4.0,1.4,1020.0,0.2,0.0,NE,0.8,Shunyi
33810,2017,1,7,17,131.0,131.0,15.0,65.0,2700.0,2.0,1.8,1020.2,0.8,0.0,SSE,1.4,Shunyi
33811,2017,1,7,18,129.0,129.0,15.0,70.0,2900.0,2.0,1.4,1020.6,0.4,0.0,SW,0.6,Shunyi
33812,2017,1,7,19,124.0,124.0,15.0,68.0,2800.0,2.0,1.2,1021.1,0.3,0.0,WNW,0.4,Shunyi
33813,2017,1,7,20,129.0,129.0,15.0,67.0,300.0,2.0,1.1,1020.9,0.4,0.0,WNW,0.0,Shunyi
33814,2017,1,7,21,142.0,142.0,16.0,71.0,3150.0,2.0,0.9,1021.0,0.2,0.0,SE,0.7,Shunyi
33815,2017,1,7,22,131.0,131.0,14.0,67.0,3150.0,2.0,0.7,1021.0,0.0,0.0,SE,0.2,Shunyi
33816,2017,1,7,23,139.0,139.0,14.0,66.0,3150.0,2.0,0.7,1020.8,0.0,0.0,S,0.5,Shunyi
33817,2017,1,8,0,165.0,165.0,13.0,60.0,3150.0,2.0,0.6,1020.6,-0.1,0.0,S,0.6,Shunyi
33818,2017,1,8,1,211.0,211.0,14.0,58.0,3150.0,4.0,0.7,1020.2,-0.2,0.0,NW,0.8,Shunyi
33819,2017,1,8,2,153.0,153.0,11.0,50.0,3150.0,3.0,0.4,1020.2,-0.3,0.0,NE,1.1,Shunyi
33820,2017,1,8,3,123.0,123.0,9.0,58.0,3150.0,2.0,0.2,1020.0,-0.7,0.0,N,0.9,Shunyi
33821,2017,1,8,4,126.0,126.0,13.0,70.0,3150.0,2.0,0.5,1019.8,-7.0,0.0,WNW,2.2,Shunyi
33822,2017,1,8,5,53.0,53.0,25.0,40.0,1300.0,15.0,0.0,1019.6,-8.5,0.0,NW,3.0,Shunyi
33823,2017,1,8,6,30.0,30.0,21.0,41.0,900.0,19.0,-0.5,1019.4,-8.9,0.0,WNW,2.2,Shunyi
33824,2017,1,8,7,32.0,32.0,21.0,40.0,100.0,21.0,-0.5,1020.0,-9.4,0.0,NW,2.6,Shunyi
33825,2017,1,8,8,37.0,37.0,21.0,53.0,1100.0,12.0,-0.3,1020.2,-9.7,0.0,NW,4.0,Shunyi
33826,2017,1,8,9,40.0,40.0,23.0,39.0,100.0,26.0,0.6,1020.4,-9.4,0.0,WNW,2.7,Shunyi
33827,2017,1,8,10,31.0,31.0,23.0,29.0,800.0,39.0,2.1,1020.2,-9.8,0.0,NW,2.6,Shunyi
33828,2017,1,8,11,28.0,28.0,20.0,22.0,600.0,51.0,3.2,1019.8,-10.1,0.0,NNW,2.6,Shunyi
33829,2017,1,8,12,27.0,27.0,17.0,16.0,500.0,62.0,5.0,1018.5,-10.0,0.0,NW,3.3,Shunyi
33830,2017,1,8,13,19.0,19.0,12.0,11.0,400.0,70.0,5.1,1017.4,-10.3,0.0,NNW,3.6,Shunyi
33831,2017,1,8,14,18.0,18.0,14.0,14.0,400.0,70.0,6.6,1016.3,-10.2,0.0,NW,4.0,Shunyi
33832,2017,1,8,15,18.0,18.0,14.0,15.0,400.0,71.0,6.7,1016.1,-10.1,0.0,WNW,3.4,Shunyi
33833,2017,1,8,16,18.0,18.0,13.0,21.0,400.0,66.0,6.2,1016.5,-9.7,0.0,NW,4.25,Shunyi
33834,2017,1,8,17,22.0,22.0,15.0,28.0,500.0,59.0,5.3,1016.7,-10.1,0.0,WNW,4.1,Shunyi
33835,2017,1,8,18,31.0,31.0,17.0,42.0,600.0,44.0,4.8,1017.2,-10.1,0.0,NW,4.25,Shunyi
33836,2017,1,8,19,21.0,21.0,15.0,32.0,500.0,54.0,4.8,1018.1,-10.9,0.0,NW,4.25,Shunyi
33837,2017,1,8,20,12.0,12.0,8.0,18.0,400.0,70.0,4.1,1018.6,-12.4,0.0,NW,4.25,Shunyi
33838,2017,1,8,21,6.0,6.0,6.0,15.0,300.0,70.0,3.8,1019.2,-12.2,0.0,NW,4.25,Shunyi
33839,2017,1,8,22,5.0,5.0,6.0,12.0,300.0,73.0,2.9,1020.2,-12.2,0.0,NW,3.5,Shunyi
33840,2017,1,8,23,8.0,8.0,6.0,14.0,300.0,68.0,2.4,1021.1,-13.0,0.0,NW,4.25,Shunyi
33841,2017,1,9,0,10.0,10.0,6.0,16.0,300.0,62.0,1.3,1022.3,-13.2,0.0,WNW,3.6,Shunyi
33842,2017,1,9,1,6.0,6.0,5.0,19.0,300.0,56.0,0.1,1022.8,-12.9,0.0,N,1.5,Shunyi
33843,2017,1,9,2,10.0,10.0,6.0,21.0,400.0,52.0,0.2,1023.5,-13.1,0.0,NNW,2.5,Shunyi
33844,2017,1,9,3,7.0,7.0,6.0,21.0,400.0,51.0,-0.6,1024.1,-13.5,0.0,NW,1.5,Shunyi
33845,2017,1,9,4,5.0,5.0,7.0,20.0,300.0,73.0,-1.9,1024.7,-12.8,0.0,NNE,0.8,Shunyi
33846,2017,1,9,5,8.0,8.0,7.0,27.0,400.0,46.0,-2.4,1024.8,-12.7,0.0,WNW,1.6,Shunyi
33847,2017,1,9,6,12.0,12.0,10.0,39.0,600.0,31.0,-2.3,1025.1,-13.5,0.0,NW,2.6,Shunyi
33848,2017,1,9,7,14.0,14.0,11.0,41.0,600.0,29.0,-3.3,1025.4,-13.3,0.0,NNE,1.2,Shunyi
33849,2017,1,9,8,11.0,11.0,9.0,40.0,500.0,30.0,-3.475,1025.75,-13.3,0.0,NW,1.3,Shunyi
33850,2017,1,9,9,21.0,21.0,12.0,44.0,800.0,27.0,-2.65,1026.0,-13.3,0.0,NE,2.9,Shunyi
